,Value
10054,25/4
10055,180/5
10056,700/66
10057,3/914
10058,217/570
10059,7/810
10060,41/9
10061,38/313
10062,65/722
10063,6/8
10064,41/3
10065,368/8
10066,2/14
10067,9/84
10068,5/3
10069,5/7
10070,64/87
10071,992/64
10072,88/8
10073,22/5
10074,7/18
10075,3/334
10076,4/92
10077,247/407
10078,63/34
10079,434/511
10080,867/261
10081,857/670
10082,9/684
10083,8/15
10084,95/932
10085,80/4
10086,502/653
10087,35/45
10088,52/13
10089,533/41
10090,37/8
10091,370/86
10092,368/505
10093,850/454
10094,987/94
10095,4/99
10096,936/811
10097,8/43
10098,146/607
10099,8/14
10100,1/41
10101,4/35
10102,202/74
10103,52/640
10104,7/9
10105,9/37
10106,23/46
10107,66/8
10108,9/972
10109,46/4
10110,8/6
10111,31/5
10112,72/910
10113,17/21
10114,4/7
10115,7/2
10116,6/37
10117,29/289
10118,10/905
10119,5/32
10120,1/5
10121,27/1
10122,6/5
10123,2/2
10124,8/325
10125,3/34
10126,64/4
10127,9/88
10128,1/23
10129,53/93
10130,328/398
10131,45/7
10132,839/640
10133,4/92
10134,882/4
10135,5/220
10136,925/6
10137,385/11
10138,381/89
10139,870/50
10140,22/28
10141,93/19
10142,5/85
10143,4/12
10144,1/78
10145,963/280
10146,18/79
10147,6/4
10148,965/8
10149,8/2
10150,607/55
10151,3/9
10152,9/5
10153,767/79
10154,269/1
10155,291/77
10156,1/86
10157,263/41
10158,881/72
10159,7/1
10160,628/249
10161,131/2
10162,938/9
10163,3/97
10164,48/39
10165,37/7
10166,276/4
10167,40/17
10168,5/2
10169,457/65
10170,155/169
10171,27/4
10172,18/563
10173,5/72
10174,4/98
10175,27/50
10176,4/798
10177,83/6
10178,50/68
10179,227/5
10180,31/2
10181,4/109
10182,95/979
10183,26/486
10184,44/26
10185,7/20
10186,1/8
10187,6/3
10188,843/54
10189,253/98
10190,931/40
10191,350/981
10192,6/90
10193,381/129
10194,933/234
10195,8/41
10196,948/114
10197,4/877
10198,430/72
10199,67/52
10200,28/577
10201,7/561
10202,28/86
10203,39/149
10204,167/678
10205,73/3
10206,549/8
10207,3/6
10208,322/6
10209,917/38
10210,7/2
10211,584/3
10212,5/65
10213,178/31
10214,50/7
10215,9/8
10216,1/13
10217,6/23
10218,30/222
10219,4/8
10220,8/5
10221,47/556
10222,20/97
10223,248/54
10224,41/16
10225,3/84
10226,30/73
10227,752/5
10228,1/514
10229,14/75
10230,3/3
10231,469/486
10232,539/90
10233,7/4
10234,28/154
10235,6/80
10236,8/6
10237,30/8
10238,20/5
10239,276/1
10240,6/7
10241,16/42
10242,159/621
10243,55/68
10244,929/87
10245,931/6
10246,2/22
10247,4/474
10248,3/650
10249,44/9
10250,28/2
10251,994/908
10252,785/42
10253,7/40
10254,45/73
10255,825/12
10256,8/4
10257,4/28
10258,8/6
10259,398/4
10260,257/32
10261,29/228
10262,917/19
10263,3/29
10264,7/76
10265,9/9
10266,3/22
10267,556/433
10268,539/1
10269,17/21
10270,362/83
10271,55/5
10272,9/70
10273,333/659
10274,1/1
10275,415/3
10276,65/686
10277,79/570
10278,976/198
10279,482/819
10280,133/776
10281,63/42
10282,6/3
10283,422/95
10284,7/17
10285,469/842
10286,28/6
10287,290/1
10288,5/661
10289,1/268
10290,7/909
10291,788/38
10292,4/47
10293,256/6
10294,336/96
10295,19/100
10296,79/2
10297,53/8
10298,82/41
10299,190/200
10300,7/202
10301,1/574
10302,8/524
10303,9/95
10304,420/9
10305,208/875
10306,838/1
10307,3/17
10308,746/38
10309,32/3
10310,2/982
10311,3/1
10312,972/67
10313,3/4
10314,2/8
10315,50/944
10316,998/55
10317,4/56
10318,44/5
10319,8/7
10320,3/3
10321,242/1
10322,415/6
10323,24/87
10324,5/4
10325,946/654
10326,2/3
10327,6/11
10328,1/22
10329,29/39
10330,10/1
10331,427/638
10332,45/776
10333,3/60
10334,8/26
10335,5/12
10336,470/4
10337,581/5
10338,254/49
10339,365/5
10340,8/6
10341,5/9
10342,729/9
10343,998/3
10344,5/230
10345,9/2
10346,6/342
10347,3/4
10348,56/678
10349,897/666
10350,423/581
10351,351/64
10352,88/834
10353,993/93
10354,12/45
10355,988/436
10356,53/65
10357,644/5
10358,228/2
10359,695/5
10360,544/986
10361,312/5
10362,2/2
10363,86/934
10364,2/482
10365,16/44
10366,50/11
10367,7/3
10368,431/92
10369,51/62
10370,214/6
10371,4/84
10372,7/297
10373,2/99
10374,3/328
10375,3/109
10376,148/518
10377,62/1
10378,669/639
10379,2/92
10380,895/53
10381,89/80
10382,6/863
10383,64/62
10384,597/5
10385,56/214
10386,1/8
10387,933/1
10388,185/9
10389,361/6
10390,24/234
10391,7/66
10392,60/170
10393,7/453
10394,410/366
10395,47/298
10396,97/494
10397,255/96
10398,499/255
10399,939/2
10400,5/881
10401,536/290
10402,817/62
10403,8/2
10404,379/39
10405,6/852
10406,177/42
10407,41/9
10408,983/16
10409,608/1
10410,26/194
10411,1/186
10412,25/51
10413,4/8
10414,359/1
10415,590/732
10416,97/531
10417,8/5
10418,6/59
10419,2/26
10420,7/3
10421,27/8
10422,1/352
10423,882/421
10424,3/3
10425,8/3
10426,9/871
10427,481/4
10428,6/920
10429,423/5
10430,7/6
10431,81/1
10432,41/221
10433,500/284
10434,521/19
10435,35/30
10436,504/164
10437,21/459
10438,725/3
10439,11/7
10440,687/3
10441,28/35
10442,617/4
10443,604/3
10444,4/5
10445,498/507
10446,474/104
10447,9/72
10448,54/9
10449,1/651
10450,70/321
10451,99/151
10452,9/17
10453,582/19
10454,4/65
10455,8/830
10456,5/292
10457,6/70
10458,716/221
10459,1/15
10460,83/807
10461,39/806
10462,62/143
10463,96/9
10464,496/9
10465,406/684
10466,848/40
10467,915/9
10468,9/67
10469,5/173
10470,801/6
10471,3/39
10472,73/366
10473,733/9
10474,79/2
10475,9/1
10476,564/96
10477,2/2
10478,391/847
10479,368/99
10480,592/8
10481,3/38
10482,9/9
10483,937/2
10484,424/211
10485,4/1
10486,645/65
10487,70/2
10488,89/960
10489,6/6
10490,24/119
10491,6/6
10492,648/27
10493,3/931
10494,36/58
10495,7/31
10496,745/9
10497,341/2
10498,706/94
10499,344/573
10500,4/55
10501,6/371
10502,52/955
10503,2/19
10504,11/167
10505,3/46
10506,59/837
10507,1/60
10508,76/1
10509,4/81
10510,42/818
10511,4/14
10512,5/53
10513,530/829
10514,43/9
10515,736/28
10516,777/75
10517,580/6
10518,9/51
10519,928/981
10520,1/8
10521,7/96
10522,63/66
10523,10/7
10524,2/40
10525,80/193
10526,304/9
10527,226/7
10528,95/3
10529,4/61
10530,78/6
10531,4/994
10532,77/954
10533,68/4
10534,72/3
10535,892/177
10536,7/96
10537,1/551
10538,43/5
10539,7/477
10540,8/752
10541,7/83
10542,854/29
10543,6/74
10544,82/69
10545,646/171
10546,3/5
10547,4/317
10548,8/76
10549,593/398
10550,49/1
10551,512/911
10552,673/775
10553,11/1
10554,40/5
10555,5/817
10556,36/33
10557,1/1
10558,78/74
10559,55/71
10560,2/718
10561,5/92
10562,57/750
10563,968/65
10564,971/3
10565,88/80
10566,486/31
10567,249/2
10568,364/894
10569,3/2
10570,850/4
10571,20/11
10572,73/40
10573,3/88
10574,485/874
10575,925/3
10576,5/8
10577,370/7
10578,422/64
10579,49/4
10580,1/8
10581,1/227
10582,1/6
10583,3/6
10584,15/39
10585,788/6
10586,644/414
10587,90/803
10588,6/2
10589,9/868
10590,8/7
10591,88/4
10592,603/2
10593,64/917
10594,3/483
10595,281/97
10596,1/79
10597,6/361
10598,8/7
10599,570/8
10600,5/706
10601,6/508
10602,75/294
10603,55/4
10604,21/934
10605,577/5
10606,3/92
10607,57/5
10608,9/610
10609,48/64
10610,86/257
10611,713/2
10612,6/88
10613,1/241
10614,762/4
10615,764/1
10616,1/3
10617,61/271
10618,3/466
10619,84/600
10620,5/71
10621,675/6
10622,1/2
10623,6/3
10624,6/8
10625,831/42
10626,243/140
10627,75/455
10628,9/74
10629,14/4
10630,23/96
10631,508/490
10632,69/893
10633,19/79
10634,84/699
10635,968/373
10636,14/54
10637,498/377
10638,10/98
10639,142/870
10640,8/6
10641,182/9
10642,480/18
10643,866/18
10644,13/75
10645,11/91
10646,57/2
10647,818/977
10648,33/1
10649,109/528
10650,462/7
10651,938/75
10652,994/7
10653,3/408
10654,175/660
10655,92/8
10656,728/576
10657,800/6
10658,3/388
10659,63/360
10660,66/222
10661,134/46
10662,6/44
10663,81/39
10664,36/909
10665,233/67
10666,56/9
10667,35/8
10668,500/676
10669,39/1
10670,212/4
10671,86/27
10672,65/385
10673,442/7
10674,90/9
10675,79/35
10676,5/59
10677,4/3
10678,94/65
10679,941/1
10680,6/35
10681,2/19
10682,283/556
10683,871/155
10684,29/3
10685,958/130
10686,632/22
10687,3/19
10688,54/507
10689,190/79
10690,3/84
10691,838/4
10692,956/6
10693,68/53
10694,19/898
10695,28/7
10696,83/413
10697,482/79
10698,51/369
10699,6/97
10700,70/95
10701,74/50
10702,8/84
10703,5/54
10704,41/721
10705,37/842
10706,666/58
10707,6/40
10708,62/37
10709,1/88
10710,9/6
10711,74/22
10712,3/8
10713,201/17
10714,67/961
10715,83/331
10716,5/36
10717,90/9
10718,6/34
10719,14/21
10720,77/77
10721,8/966
10722,44/6
10723,2/3
10724,76/39
10725,1/54
10726,3/14
10727,5/60
10728,776/97
10729,49/14
10730,879/115
10731,50/823
10732,508/847
10733,584/775
10734,987/924
10735,458/9
10736,3/298
10737,620/3
10738,1/304
10739,36/168
10740,7/5
10741,3/3
10742,1/23
10743,264/49
10744,790/864
10745,291/44
10746,799/4
10747,33/892
10748,18/3
10749,177/607
10750,97/6
10751,8/6
10752,3/253
10753,32/71
10754,5/661
10755,1/84
10756,2/594
10757,85/23
10758,8/6
10759,54/6
10760,381/10
10761,1/95
10762,28/113
10763,6/9
10764,9/63
10765,2/2
10766,7/6
10767,548/7
10768,1/6
10769,695/4
10770,2/4
10771,92/7
10772,4/712
10773,740/7
10774,80/69
10775,638/91
10776,4/2
10777,31/2
10778,8/491
10779,28/5
10780,1/44
10781,106/34
10782,1/25
10783,3/235
10784,55/2
10785,860/16
10786,1/470
10787,69/610
10788,9/43
10789,63/59
10790,1/59
10791,233/1
10792,42/87
10793,9/3
10794,6/826
10795,733/932
10796,11/87
10797,856/205
10798,3/68
10799,18/9
10800,36/786
10801,79/4
10802,574/8
10803,869/451
10804,444/4
10805,45/7
10806,9/7
10807,328/89
10808,4/374
10809,23/1
10810,251/57
10811,3/6
10812,653/5
10813,73/8
10814,501/2
10815,656/7
10816,146/9
10817,93/44
10818,7/63
10819,9/2
10820,700/660
10821,860/84
10822,40/320
10823,335/438
10824,14/597
10825,78/818
10826,948/99
10827,557/82
10828,91/304
10829,921/25
10830,9/7
10831,4/157
10832,8/46
10833,907/558
10834,36/77
10835,74/459
10836,3/10
10837,7/15
10838,37/1
10839,71/3
10840,787/85
10841,18/3
10842,301/6
10843,752/6
10844,861/31
10845,56/35
10846,8/653
10847,7/9
10848,806/65
10849,97/8
10850,323/1
10851,636/7
10852,55/3
10853,71/13
10854,703/20
10855,640/2
10856,55/7
10857,6/443
10858,3/719
10859,8/434
10860,5/9
10861,51/31
10862,281/1
10863,47/274
10864,7/5
10865,9/692
10866,9/2
10867,57/9
10868,64/141
10869,553/250
10870,5/301
10871,9/921
10872,501/6
10873,5/66
10874,940/971
10875,2/661
10876,31/80
10877,879/215
10878,864/600
10879,168/8
10880,5/95
10881,9/17
10882,972/35
10883,900/93
10884,80/25
10885,921/408
10886,140/350
10887,8/36
10888,595/160
10889,38/21
10890,45/82
10891,78/16
10892,4/8
10893,8/56
10894,348/362
10895,795/2
10896,299/821
10897,3/4
10898,2/2
10899,654/67
10900,73/16
10901,955/75
10902,134/404
10903,76/548
10904,1/878
10905,851/7
10906,2/75
10907,1/673
10908,99/240
10909,73/41
10910,7/1
10911,6/7
10912,96/1
10913,350/7
10914,801/216
10915,80/36
10916,231/693
10917,6/36
10918,93/88
10919,30/1
10920,6/2
10921,38/590
10922,390/193
10923,335/3
10924,133/54
10925,45/864
10926,3/9
10927,5/774
10928,107/2
10929,55/30
10930,85/533
10931,916/26
10932,67/5
10933,148/44
10934,6/56
10935,20/639
10936,32/14
10937,942/2
10938,61/54
10939,23/38
10940,61/29
10941,689/799
10942,22/29
10943,6/42
10944,40/562
10945,543/48
10946,2/3
10947,5/9
10948,622/6
10949,745/58
10950,63/8
10951,41/7
10952,783/642
10953,98/492
10954,932/963
10955,127/5
10956,35/2
10957,74/490
10958,52/26
10959,516/49
10960,963/3
10961,2/54
10962,898/3
10963,88/674
10964,428/192
10965,60/137
10966,433/65
10967,114/60
10968,69/866
10969,53/833
10970,737/730
10971,71/20
10972,20/162
10973,14/6
10974,79/48
10975,467/5
10976,4/779
10977,45/582
10978,9/355
10979,8/512
10980,6/92
10981,427/73
10982,42/70
10983,95/91
10984,6/86
10985,7/25
10986,96/7
10987,94/1
10988,69/52
10989,4/448
10990,115/3
10991,72/5
10992,14/80
10993,5/339
10994,5/470
10995,10/697
10996,82/240
10997,598/3
10998,91/76
10999,6/60
11000,724/564
11001,12/981
11002,501/71
11003,780/9
11004,2/8
11005,481/2
11006,556/63
11007,8/24
11008,961/68
11009,34/5
11010,5/998
11011,2/9
11012,1/14
11013,362/176
11014,10/31
11015,2/77
11016,5/226
11017,1/4
11018,49/181
11019,2/50
11020,800/354
11021,1/96
11022,196/164
11023,1/5
11024,3/6
11025,23/82
11026,754/412
11027,241/12
11028,9/9
11029,10/26
11030,432/881
11031,79/124
11032,16/8
11033,74/62
11034,2/585
11035,656/714
11036,857/730
11037,664/347
11038,34/66
11039,2/196
11040,4/17
11041,3/80
11042,20/143
11043,877/76
11044,86/94
11045,6/3
11046,865/34
11047,79/598
11048,846/307
11049,501/997
11050,6/9
11051,3/975
11052,335/7
11053,4/880
11054,691/94
11055,81/434
11056,7/161
11057,910/148
11058,4/90
11059,810/3
11060,546/797
11061,9/38
11062,83/76
11063,42/32
11064,3/69
11065,52/570
11066,76/158
11067,65/401
11068,513/5
11069,2/27
11070,140/6
11071,4/5
11072,455/57
11073,935/32
11074,2/65
11075,17/926
11076,461/93
11077,90/1
11078,16/56
11079,5/9
11080,89/4
11081,9/95
11082,19/735
11083,580/17
11084,1/876
11085,5/9
11086,9/12
11087,5/99
11088,5/8
11089,332/797
11090,2/162
11091,47/5
11092,622/65
11093,9/1
11094,211/8
11095,95/368
11096,44/28
11097,9/37
11098,482/452
11099,46/659
11100,368/231
11101,545/484
11102,889/70
11103,7/333
11104,362/105
11105,21/730
11106,744/813
11107,6/946
11108,34/97
11109,60/989
11110,3/73
11111,835/2
11112,536/16
11113,946/65
11114,8/10
11115,6/22
11116,49/7
11117,99/8
11118,470/93
11119,2/31
11120,8/37
11121,7/85
11122,99/57
11123,40/1
11124,387/383
11125,1/30
11126,297/8
11127,5/8
11128,94/4
11129,4/7
11130,222/695
11131,1/143
11132,65/35
11133,441/89
11134,859/839
11135,299/346
11136,74/662
11137,59/1
11138,5/5
11139,85/993
11140,493/902
11141,5/701
11142,16/134
11143,41/4
11144,582/94
11145,63/397
11146,63/561
11147,92/8
11148,99/128
11149,13/181
11150,93/1
11151,9/8
11152,6/4
11153,96/664
11154,565/6
11155,83/896
11156,88/364
11157,43/166
11158,4/679
11159,4/398
11160,1/24
11161,9/90
11162,75/815
11163,478/85
11164,3/249
11165,8/943
11166,3/255
11167,65/1
11168,7/4
11169,85/1
11170,577/141
11171,1/8
11172,70/99
11173,54/11
11174,7/2
11175,80/671
11176,3/7
11177,37/751
11178,6/35
11179,4/37
11180,360/1
11181,18/309
11182,2/7
11183,96/10
11184,163/442
11185,6/4
11186,1/758
11187,59/241
11188,749/6
11189,84/9
11190,32/7
11191,8/267
11192,246/4
11193,387/4
11194,992/857
11195,62/891
11196,510/4
11197,910/92
11198,7/885
11199,9/849
11200,500/107
11201,450/58
11202,5/438
11203,582/8
11204,7/95
11205,8/9
11206,611/652
11207,788/2
11208,74/772
11209,5/2
11210,514/3
11211,74/70
11212,3/904
11213,14/5
11214,9/979
11215,406/845
11216,904/31
11217,85/4
11218,7/1
11219,4/676
11220,13/289
11221,95/8
11222,84/12
11223,4/28
11224,35/314
11225,51/3
11226,95/36
11227,3/52
11228,939/1
11229,44/337
11230,91/2
11231,2/5
11232,4/791
11233,8/69
11234,9/7
11235,65/62
11236,779/59
11237,6/9
11238,60/5
11239,6/62
11240,94/48
11241,258/668
11242,966/5
11243,85/5
11244,8/46
11245,4/18
11246,9/978
11247,2/30
11248,6/1
11249,949/17
11250,40/881
11251,467/78
11252,989/70
11253,81/4
11254,82/361
11255,46/41
11256,510/8
11257,49/61
11258,6/349
11259,64/85
11260,6/3
11261,6/695
11262,965/6
11263,5/52
11264,13/966
11265,101/32
11266,891/559
11267,6/3
11268,3/14
11269,332/132
11270,99/83
11271,31/203
11272,9/380
11273,354/8
11274,62/3
11275,4/5
11276,44/329
11277,55/83
11278,446/727
11279,8/9
11280,775/4
11281,7/619
11282,41/9
11283,471/12
11284,87/98
11285,30/9
11286,43/478
11287,87/84
11288,570/93
11289,35/11
11290,2/86
11291,47/55
11292,271/902
11293,1/212
11294,2/240
11295,264/60
11296,667/122
11297,447/63
11298,122/6
11299,5/73
11300,292/938
11301,6/106
11302,42/5
11303,1/869
11304,38/15
11305,10/116
11306,861/861
11307,7/926
11308,5/91
11309,53/5
11310,591/3
11311,5/9
11312,40/146
11313,149/562
11314,473/845
11315,69/16
11316,184/42
11317,7/45
11318,2/2
11319,17/33
11320,488/2
11321,271/7
11322,568/97
11323,2/93
11324,89/12
11325,1/1
11326,5/461
11327,133/77
11328,30/2
11329,519/171
11330,39/914
11331,97/6
11332,5/967
11333,90/115
11334,6/9
11335,25/26
11336,123/2
11337,1/73
11338,293/3
11339,955/47
11340,6/791
11341,72/9
11342,5/8
11343,39/9
11344,58/96
11345,2/47
11346,9/99
11347,409/6
11348,33/234
11349,6/948
11350,79/830
11351,785/6
11352,695/9
11353,388/17
11354,984/479
11355,8/91
11356,443/2
11357,9/89
11358,1/3
11359,24/305
11360,82/61
11361,479/44
11362,13/489
11363,67/5
11364,9/6
11365,472/1
11366,98/96
11367,667/455
11368,25/9
11369,144/61
11370,598/94
11371,5/426
11372,919/923
11373,6/7
11374,253/115
11375,78/44
11376,16/228
11377,50/859
11378,96/2
11379,547/9
11380,2/479
11381,8/3
11382,62/2
11383,2/24
11384,1/427
11385,133/7
11386,3/945
11387,8/198
11388,30/818
11389,823/6
11390,437/2
11391,12/703
11392,63/7
11393,66/773
11394,159/51
11395,10/8
11396,995/3
11397,205/1
11398,3/435
11399,53/2
11400,3/809
11401,97/1
11402,5/2
11403,979/95
11404,96/83
11405,144/2
11406,9/99
11407,82/7
11408,4/56
11409,16/1
11410,83/24
11411,1/8
11412,4/68
11413,2/7
11414,667/576
11415,56/86
11416,7/75
11417,727/15
11418,557/740
11419,7/5
11420,7/77
11421,507/4
11422,615/752
11423,13/597
11424,93/717
11425,630/17
11426,10/41
11427,27/13
11428,98/49
11429,2/525
11430,826/40
11431,215/23
11432,5/3
11433,61/695
11434,9/853
11435,926/605
11436,5/5
11437,331/209
11438,31/8
11439,859/15
11440,849/36
11441,393/950
11442,783/7
11443,23/19
11444,686/39
11445,427/8
11446,35/65
11447,8/905
11448,4/910
11449,286/24
11450,5/822
11451,92/598
11452,259/918
11453,7/55
11454,537/546
11455,23/5
11456,9/614
11457,16/983
11458,1/518
11459,9/197
11460,861/852
11461,7/11
11462,80/66
11463,28/33
11464,557/21
11465,69/4
11466,6/66
11467,14/240
11468,397/82
11469,35/547
11470,2/3
11471,5/565
11472,9/1
11473,1/4
11474,5/1
11475,49/184
11476,28/827
11477,760/531
11478,3/17
11479,9/7
11480,748/968
11481,659/655
11482,84/4
11483,8/89
11484,37/342
11485,29/4
11486,63/707
11487,3/9
11488,66/196
11489,4/7
11490,64/35
11491,924/63
11492,99/357
11493,24/9
11494,89/8
11495,5/52
11496,96/28
11497,96/1
11498,694/70
11499,65/386
11500,4/86
11501,9/914
11502,559/9
11503,836/480
11504,2/944
11505,5/90
11506,526/9
11507,82/544
11508,743/87
11509,322/713
11510,165/9
11511,306/8
11512,2/62
11513,225/38
11514,25/88
11515,9/14
11516,48/505
11517,574/24
11518,76/2
11519,64/9
11520,7/5
11521,57/48
11522,171/6
11523,9/2
11524,9/165
11525,21/35
11526,5/80
11527,9/168
11528,92/18
11529,639/84
11530,82/970
11531,9/42
11532,27/3
11533,997/9
11534,1/6
11535,2/7
11536,5/53
11537,2/194
11538,991/6
11539,3/5
11540,8/600
11541,2/197
11542,4/30
11543,6/7
11544,52/197
11545,62/4
11546,15/27
11547,582/356
11548,62/8
11549,29/14
11550,58/37
11551,2/96
11552,8/4
11553,9/3
11554,8/57
11555,60/7
11556,8/9
11557,9/452
11558,91/18
11559,2/8
11560,584/62
11561,81/9
11562,851/89
11563,7/419
11564,468/37
11565,468/5
11566,2/930
11567,171/407
11568,71/4
11569,4/2
11570,511/1
11571,92/373
11572,757/708
11573,65/290
11574,45/87
11575,9/342
11576,682/5
11577,98/78
11578,9/56
11579,32/761
11580,754/91
11581,6/22
11582,9/34
11583,5/8
11584,9/62
11585,19/883
11586,2/9
11587,764/66
11588,135/4
11589,493/8
11590,31/60
11591,95/9
11592,85/139
11593,2/66
11594,2/692
11595,113/46
11596,18/910
11597,2/94
11598,43/928
11599,2/463
11600,9/5
11601,652/70
11602,7/77
11603,2/37
11604,624/85
11605,771/9
11606,121/309
11607,19/587
11608,9/801
11609,8/8
11610,282/858
11611,9/69
11612,9/47
11613,378/21
11614,7/775
11615,85/320
11616,15/275
11617,359/3
11618,73/9
11619,746/870
11620,285/1
11621,665/402
11622,30/731
11623,478/57
11624,386/81
11625,158/2
11626,7/9
11627,8/7
11628,96/368
11629,79/13
11630,7/1
11631,87/7
11632,5/455
11633,9/6
11634,3/49
11635,424/54
11636,4/16
11637,70/299
11638,61/480
11639,4/98
11640,445/8
11641,51/24
11642,62/15
11643,594/8
11644,48/1
11645,14/5
11646,36/427
11647,247/387
11648,8/714
11649,5/51
11650,813/32
11651,5/408
11652,87/4
11653,666/52
11654,70/4
11655,26/97
11656,56/28
11657,35/75
11658,3/479
11659,3/5
11660,827/60
11661,50/4
11662,855/589
11663,58/54
11664,26/40
11665,34/6
11666,7/78
11667,1/7
11668,6/74
11669,66/702
11670,4/787
11671,96/893
11672,2/631
11673,665/42
11674,60/7
